2023-06-05 00:16:48.422,2023-06-05 00:16:48.545,Rose Wrecker
2023-06-05 00:17:09.697,2023-06-05 00:17:09.819,Sunny Splashtail
2023-06-05 00:17:39.231,2023-06-05 00:17:39.353,Rose Wrecker
2023-06-05 00:18:04.504,2023-06-05 00:18:04.631,Trophy Sun Wrecker
2023-06-05 00:18:20.771,2023-06-05 00:18:20.892,Sun Wrecker
2023-06-05 00:18:45.799,2023-06-05 00:18:45.920,Sunny Splashtail
2023-06-05 00:19:01.563,2023-06-05 00:19:01.693,Rose Wrecker
2023-06-05 00:19:29.341,2023-06-05 00:19:29.607,Trophy Ruby Splashtail
2023-06-05 00:19:51.366,2023-06-05 00:19:51.491,Ruby Splashtail
2023-06-05 00:20:31.152,2023-06-05 00:20:31.274,Ruby Splashtail
2023-06-05 00:20:47.168,2023-06-05 00:20:47.292,Indigo Splashtail
2023-06-05 00:21:15.698,2023-06-05 00:21:15.822,Ruby Splashtail
2023-06-05 00:21:33.216,2023-06-05 00:21:33.337,Ruby Splashtail
2023-06-05 00:21:58.997,2023-06-05 00:21:59.118,Ruby Splashtail
2023-06-05 00:22:15.260,2023-06-05 00:22:15.382,Seafoam Splashtail
2023-06-05 00:22:38.536,2023-06-05 00:22:38.667,Seafoam Splashtail
2023-06-05 00:23:08.567,2023-06-05 00:23:08.690,Seafoam Splashtail
2023-06-05 00:23:32.838,2023-06-05 00:23:32.958,Moon Wrecker
2023-06-05 00:24:31.905,2023-06-05 00:24:32.027,Moon Wrecker
2023-06-05 00:26:48.792,2023-06-05 00:26:48.919,Moon Wrecker
2023-06-05 00:28:18.381,2023-06-05 00:28:18.504,Sunny Splashtail
2023-06-05 00:28:40.903,2023-06-05 00:28:41.023,Seafoam Splashtail
2023-06-05 00:29:14.689,2023-06-05 00:29:14.812,Sun Wrecker
2023-06-05 00:29:38.714,2023-06-05 00:29:38.836,Ruby Splashtail
2023-06-05 00:29:56.233,2023-06-05 00:29:56.354,Rose Wrecker
2023-06-05 00:30:10.247,2023-06-05 00:30:10.369,Rose Wrecker
2023-06-05 00:47:22.634,2023-06-05 00:47:22.754,Seafoam Splashtail
2023-06-05 00:47:51.414,2023-06-05 00:47:51.534,Ruby Splashtail
2023-06-05 00:48:05.177,2023-06-05 00:48:05.296,Ocean Wildsplash
2023-06-05 00:48:22.696,2023-06-05 00:48:22.815,Russet Wildsplash
2023-06-05 00:48:54.226,2023-06-05 00:48:54.346,Ruby Splashtail
2023-06-05 00:49:27.765,2023-06-05 00:49:27.884,Russet Wildsplash
2023-06-05 00:49:55.303,2023-06-05 00:49:55.422,Sunny Splashtail
2023-06-05 00:50:18.065,2023-06-05 00:50:18.187,Seafoam Splashtail
2023-06-05 00:50:43.335,2023-06-05 00:50:43.453,Seafoam Splashtail
2023-06-05 00:51:02.107,2023-06-05 00:51:02.230,Seafoam Splashtail
2023-06-05 00:51:31.384,2023-06-05 00:51:31.507,Russet Wildsplash
2023-06-05 00:52:01.664,2023-06-05 00:52:01.786,Seafoam Splashtail
2023-06-05 00:52:29.195,2023-06-05 00:52:29.314,Ruby Splashtail
2023-06-05 00:53:02.727,2023-06-05 00:53:02.849,Sandy Wildsplash
2023-06-05 00:53:24.250,2023-06-05 00:53:24.376,Ruby Splashtail
2023-06-05 00:53:50.276,2023-06-05 00:53:50.397,Ruby Splashtail
2023-06-05 00:54:05.792,2023-06-05 00:54:05.913,Ruby Splashtail
2023-06-05 00:54:35.573,2023-06-05 00:54:35.693,Indigo Splashtail
2023-06-05 00:55:06.355,2023-06-05 00:55:06.478,Ocean Wildsplash
2023-06-05 00:55:21.870,2023-06-05 00:55:21.992,Russet Wildsplash
2023-06-05 00:55:52.659,2023-06-05 00:55:52.782,Trophy Sunny Splashtail
2023-06-05 00:56:20.179,2023-06-05 00:56:20.303,Trophy Russet Wildsplash
2023-06-05 00:56:48.717,2023-06-05 00:56:48.838,Indigo Splashtail
2023-06-05 00:57:19.491,2023-06-05 00:57:19.612,Ocean Wildsplash
2023-06-05 00:57:44.521,2023-06-05 00:57:44.640,Ruby Splashtail
2023-06-05 00:58:09.045,2023-06-05 00:58:09.169,Trophy Ruby Splashtail
2023-06-05 00:58:31.568,2023-06-05 00:58:31.694,Trophy Ruby Splashtail
2023-06-05 00:58:53.591,2023-06-05 00:58:53.713,Indigo Splashtail
2023-06-05 00:59:24.370,2023-06-05 00:59:24.494,Ruby Splashtail
2023-06-05 00:59:39.886,2023-06-05 00:59:40.007,Ruby Splashtail
2023-06-05 01:00:07.916,2023-06-05 01:00:08.035,Sandy Wildsplash
2023-06-05 01:00:24.436,2023-06-05 01:00:24.556,Sunny Splashtail
2023-06-05 01:00:38.949,2023-06-05 01:00:39.070,Russet Wildsplash
2023-06-05 01:01:11.732,2023-06-05 01:01:11.859,Ruby Splashtail
2023-06-05 01:02:07.924,2023-06-05 01:02:08.044,Sunny Splashtail
2023-06-05 01:02:27.695,2023-06-05 01:02:27.833,Trophy Russet Wildsplash
2023-06-05 01:02:50.469,2023-06-05 01:02:50.591,Ruby Splashtail
2023-06-05 01:03:06.990,2023-06-05 01:03:07.114,Sunny Splashtail
2023-06-05 01:03:29.761,2023-06-05 01:03:30.134,Ruby Splashtail
2023-06-05 01:04:01.539,2023-06-05 01:04:01.775,Ocean Wildsplash
2023-06-05 01:04:25.064,2023-06-05 01:04:25.411,Russet Wildsplash
2023-06-05 01:04:49.842,2023-06-05 01:04:49.964,Russet Wildsplash
2023-06-05 01:05:03.855,2023-06-05 01:05:03.980,Indigo Splashtail
2023-06-05 01:05:23.623,2023-06-05 01:05:23.998,Ruby Splashtail
2023-06-05 01:05:40.405,2023-06-05 01:05:40.528,Russet Wildsplash
2023-06-05 01:05:55.668,2023-06-05 01:05:55.903,Indigo Splashtail
2023-06-05 01:06:27.691,2023-06-05 01:06:27.811,Sandy Wildsplash
2023-06-05 01:06:57.970,2023-06-05 01:06:58.098,Trophy Russet Wildsplash
2023-06-05 01:07:26.250,2023-06-05 01:07:26.372,Indigo Splashtail
2023-06-05 01:08:00.543,2023-06-05 01:08:00.937,Russet Wildsplash
2023-06-05 01:08:21.560,2023-06-05 01:08:21.682,Russet Wildsplash
2023-06-05 01:08:41.583,2023-06-05 01:08:41.962,Ruby Splashtail
2023-06-05 01:09:04.366,2023-06-05 01:09:04.488,Russet Wildsplash
2023-06-05 01:09:21.122,2023-06-05 01:09:21.241,Russet Wildsplash
2023-06-05 01:09:37.388,2023-06-05 01:09:37.510,Sunny Splashtail
2023-06-05 01:10:06.914,2023-06-05 01:10:07.036,Sandy Wildsplash
2023-06-05 01:10:34.693,2023-06-05 01:10:34.812,Coral Wildsplash
2023-06-05 01:10:59.466,2023-06-05 01:10:59.587,Sunny Splashtail
2023-06-05 01:11:19.739,2023-06-05 01:11:19.861,Russet Wildsplash
2023-06-05 01:16:24.295,2023-06-05 01:16:24.420,Indigo Splashtail
2023-06-05 01:16:45.074,2023-06-05 01:16:45.193,Seafoam Splashtail
2023-06-05 01:18:33.681,2023-06-05 01:18:33.801,Ruby Splashtail
2023-06-05 01:18:50.696,2023-06-05 01:18:50.816,Indigo Splashtail
2023-06-05 01:19:53.012,2023-06-05 01:19:53.132,Russet Wildsplash
2023-06-05 01:20:10.280,2023-06-05 01:20:10.520,Ruby Splashtail
2023-06-05 01:20:57.338,2023-06-05 01:20:57.458,Indigo Splashtail
2023-06-05 01:21:51.638,2023-06-05 01:21:51.760,Russet Wildsplash
2023-06-05 01:22:13.909,2023-06-05 01:22:14.031,Sandy Wildsplash
2023-06-05 01:22:32.929,2023-06-05 01:22:33.056,Russet Wildsplash
2023-06-05 01:22:59.204,2023-06-05 01:22:59.339,Russet Wildsplash
2023-06-05 01:23:29.986,2023-06-05 01:23:30.110,Ocean Wildsplash
2023-06-05 01:23:50.756,2023-06-05 01:23:50.989,Ruby Splashtail
2023-06-05 01:24:10.532,2023-06-05 01:24:10.653,Ocean Wildsplash
2023-06-05 01:24:43.814,2023-06-05 01:24:43.936,Sandy Wildsplash
2023-06-05 01:25:15.095,2023-06-05 01:25:15.219,Russet Wildsplash
2023-06-05 01:25:46.882,2023-06-05 01:25:47.119,Trophy Sandy Wildsplash
2023-06-05 01:26:15.662,2023-06-05 01:26:15.785,Ocean Wildsplash
2023-06-05 01:26:48.194,2023-06-05 01:26:48.554,Sunny Splashtail
2023-06-05 01:27:48.256,2023-06-05 01:27:48.378,Trophy Sunny Splashtail
2023-06-05 01:28:18.785,2023-06-05 01:28:19.020,Trophy Russet Wildsplash
2023-06-05 01:28:35.055,2023-06-05 01:28:35.175,Sandy Wildsplash
2023-06-05 01:28:54.074,2023-06-05 01:28:54.203,Sunny Splashtail
2023-06-05 01:31:44.749,2023-06-05 01:31:44.981,Russet Wildsplash
2023-06-05 01:32:09.526,2023-06-05 01:32:09.646,Russet Wildsplash
2023-06-05 01:32:27.539,2023-06-05 01:32:27.659,Ocean Wildsplash
2023-06-05 01:33:01.823,2023-06-05 01:33:01.943,Russet Wildsplash
2023-06-05 01:33:20.342,2023-06-05 01:33:20.466,Russet Wildsplash
2023-06-05 01:33:50.624,2023-06-05 01:33:50.746,Sandy Wildsplash
2023-06-05 01:34:59.943,2023-06-05 01:35:00.180,Indigo Splashtail
2023-06-05 01:35:27.975,2023-06-05 01:35:28.097,Seafoam Splashtail
2023-06-05 01:36:05.512,2023-06-05 01:36:05.635,Coral Wildsplash
2023-06-05 01:36:32.294,2023-06-05 01:36:32.416,Coral Wildsplash
2023-06-05 01:36:55.308,2023-06-05 01:36:55.431,Seafoam Splashtail
2023-06-05 01:37:27.844,2023-06-05 01:37:27.968,Russet Wildsplash
2023-06-05 01:37:57.871,2023-06-05 01:37:57.993,Seafoam Splashtail
2023-06-05 01:38:25.653,2023-06-05 01:38:25.780,Trophy Seafoam Splashtail
2023-06-05 01:38:50.430,2023-06-05 01:38:50.553,Seafoam Splashtail
2023-06-05 01:44:32.533,2023-06-05 01:44:32.654,Sandy Wildsplash
2023-06-05 01:46:04.128,2023-06-05 01:46:04.250,Russet Wildsplash
2023-06-05 01:46:25.399,2023-06-05 01:46:25.526,Sunny Splashtail
2023-06-05 01:46:52.178,2023-06-05 01:46:52.301,Ocean Wildsplash
2023-06-05 01:47:08.694,2023-06-05 01:47:08.825,Indigo Splashtail
2023-06-05 01:47:23.962,2023-06-05 01:47:24.090,Sunny Splashtail
2023-06-05 01:47:45.735,2023-06-05 01:47:45.856,Ocean Wildsplash
2023-06-05 01:48:11.006,2023-06-05 01:48:11.128,Sunny Splashtail
2023-06-05 01:48:29.777,2023-06-05 01:48:29.899,Sandy Wildsplash
2023-06-05 01:48:56.561,2023-06-05 01:48:56.687,Russet Wildsplash
2023-06-05 01:49:12.077,2023-06-05 01:49:12.198,Ocean Wildsplash
2023-06-05 01:49:40.850,2023-06-05 01:49:40.970,Russet Wildsplash
2023-06-05 01:51:06.440,2023-06-05 01:51:06.561,Russet Wildsplash
2023-06-05 01:51:23.708,2023-06-05 01:51:23.832,Trophy Ocean Wildsplash
2023-06-05 01:51:47.482,2023-06-05 01:51:47.604,Sandy Wildsplash
2023-06-05 01:52:02.747,2023-06-05 01:52:02.984,Sunny Splashtail
2023-06-05 01:52:36.284,2023-06-05 01:52:36.643,Sunny Splashtail
2023-06-05 01:52:53.557,2023-06-05 01:52:53.809,Russet Wildsplash
2023-06-05 01:53:23.337,2023-06-05 01:53:23.687,Ruby Splashtail
2023-06-05 01:54:04.628,2023-06-05 01:54:04.748,Russet Wildsplash
2023-06-05 01:54:39.912,2023-06-05 01:54:40.034,Trophy Wild Stormfish
2023-06-05 01:55:01.437,2023-06-05 01:55:01.565,Trophy Sunny Splashtail
2023-06-05 01:55:09.444,2023-06-05 01:55:09.567,Trophy Sunny Splashtail
2023-06-05 01:56:08.009,2023-06-05 01:56:08.132,Indigo Splashtail
2023-06-05 01:56:41.690,2023-06-05 01:56:41.820,Indigo Splashtail
2023-06-05 01:57:09.803,2023-06-05 01:57:09.936,Ruby Splashtail
2023-06-05 01:57:37.330,2023-06-05 01:57:37.455,Wild Stormfish
2023-06-05 01:57:45.342,2023-06-05 01:57:45.461,Wild Stormfish
2023-06-05 01:57:53.352,2023-06-05 01:57:53.473,Wild Stormfish
